Player,height_in,weight_lb
John Vallely,75,185.0
Dick Van Arsdale,77,210.0
Tom Van Arsdale,77,202.0
Nick Van Exel,73,170.0
Keith Van Horn,82,220.0
Norm Van Lier,73,173.0
Dennis Van Zant,81,210.0
Fred VanVleet,72,197.0
Gene Vance,75,195.0
Logan Vander Velden,80,215.0
Jarred Vanderbilt,80,214.0
Ernie Vandeweghe,75,195.0
Kiki Vandeweghe,80,220.0
Nick Vanos,85,255.0
David Vanterpool,77,200.0
Ratko Varda,85,260.0
Anderson Varejão,83,273.0
Jarvis Varnado,81,230.0
Greivis Vásquez,78,217.0
Devin Vassell,77,200.0
Chico Vaughn,74,190.0
David Vaughn,83,220.0
Jacque Vaughn,73,190.0
Rashad Vaughn,78,210.0
Virgil Vaughn,76,205.0
Loy Vaught,81,230.0
Bob Verga,73,190.0
Pete Verhoeven,81,215.0
Jan Veselý,83,240.0
Gundars Vētra,78,195.0
Sasha Vezenkov,80,225.0
João Vianna,81,215.0
Charlie Villanueva,83,232.0
Gabe Vincent,74,200.0
Jay Vincent,79,220.0
Sam Vincent,74,185.0
Marcus Vinicius,80,225.0
Fred Vinson,76,190.0
Claude Virden,78,195.0
Gary Voce,81,240.0
Floyd Volker,76,205.0
Alexander Volkov,82,218.0
Whitey Von Nieda,73,170.0
Noah Vonleh,82,257.0
Jake Voskuhl,83,245.0
Danny Vranes,79,210.0
Slavko Vraneš,89,275.0
Stojko Vranković,86,260.0
Brett Vroman,84,220.0
Jackson Vroman,82,220.0
Nikola Vučević,81,260.0
Sasha Vujačić,79,195.0
Tristan Vukcevic,84,220.0
Butch van Breda Kolff,75,185.0
Jan van Breda Kolff,79,195.0
Dean Wade,81,228.0
Dwyane Wade,76,220.0
Mark Wade,71,160.0
Von Wafer,77,210.0
Clint Wager,78,210.0
Dajuan Wagner,74,200.0
Danny Wagner,72,170.0
Franz Wagner,82,220.0
Milt Wagner,77,185.0
Moritz Wagner,83,245.0
Phil Wagner,74,190.0
Ish Wainright,77,250.0
Dion Waiters,75,215.0
Granville Waiters,83,225.0
Andre Wakefield,75,175.0
Neal Walk,82,220.0
Andy Walker,76,190.0
Antoine Walker,81,224.0
Brady Walker,78,205.0
Chet Walker,79,212.0
Darrell Walker,76,180.0
Foots Walker,72,184.0
Henry Walker,78,220.0
Horace Walker,75,210.0
Jabari Walker,79,237.0
Jarace Walker,79,235.0
Jimmy Walker,75,195.0
Kemba Walker,72,184.0
Kenny Walker,80,210.0
Lonnie Walker IV,76,204.0
M.J. Walker,77,213.0
Phil Walker,75,180.0
Samaki Walker,81,240.0
Wally Walker,79,190.0
John Wall,75,210.0
Ben Wallace,81,240.0
Cason Wallace,75,195.0
Gerald Wallace,79,215.0
John Wallace,80,225.0
Keaton Wallace,75,185.0
Rasheed Wallace,83,225.0
Red Wallace,73,185.0
Tyrone Wallace,77,198.0
Dwight Waller,78,220.0
Jamie Waller,76,215.0
Jim Walsh,76,195.0
Jordan Walsh,78,205.0
Matt Walsh,78,205.0
Ja'Kobe Walter,76,180.0
Rex Walters,76,190.0
Paul Walther,74,160.0
Isaac Walthour,71,163.0
Bill Walton,83,210.0
Derrick Walton,72,189.0
Lloyd Walton,72,160.0
Luke Walton,80,235.0
Brad Wanamaker,75,210.0
Bobby Wanzer,72,170.0
Perry Warbington,74,165.0
Charlie Ward,74,190.0
Gerry Ward,76,195.0
Henry Ward,76,195.0
Casper Ware,70,175.0
Jim Ware,79,210.0
Kel'el Ware,84,230.0
Ben Warley,77,200.0
Bob Warlick,77,200.0
Cornell Warner,81,220.0
Jameel Warney,80,260.0
Bob Warren,77,190.0
John Warren,75,180.0
T.J. Warren,80,220.0
Willie Warren,76,203.0
Bryan Warrick,77,195.0
Hakim Warrick,81,219.0
Chris Washburn,83,225.0
Julian Washburn,80,210.0
Bobby Washington,71,175.0
Darius Washington,74,195.0
Don Washington,80,210.0
Duane Washington,76,195.0
Duane Washington Jr.,74,197.0
Eric Washington,76,190.0
Jim Washington,78,210.0
Kermit Washington,80,230.0
P.J. Washington,79,230.0
Pearl Washington,74,190.0
Richard Washington,83,220.0
Stan Washington,76,190.0
Trooper Washington,79,215.0
TyTy Washington Jr.,75,195.0
Wilson Washington,81,227.0
Yuta Watanabe,81,215.0
Lindy Waters III,77,210.0
Tremont Waters,70,175.0
Trendon Watford,80,237.0
Darryl Watkins,83,258.0
Jamir Watkins,78,210.0
Anton Watson,80,225.0
Bobby Watson,72,160.0
C.J. Watson,74,175.0
Earl Watson,73,195.0
Jamie Watson,79,190.0
Paul Watson,78,210.0
Peyton Watson,80,200.0
Ron Watts,78,210.0
Sam Watts,75,185.0
Slick Watts,73,175.0
Maalik Wayns,74,200.0
David Wear,82,230.0
Travis Wear,81,219.0
Clarence Weatherspoon,79,240.0
Nick Weatherspoon,79,195.0
Quinndary Weatherspoon,75,207.0
Kyle Weaver,78,201.0
James Webb III,81,202.0
Jeff Webb,76,170.0
Marcus Webb,81,255.0
Spud Webb,66,133.0
Chris Webber,82,245.0
Briante Weber,74,170.0
Jake Weber,78,225.0
Elnardo Webster,77,190.0
Jeff Webster,80,232.0
Martell Webster,79,230.0
Marvin Webster,85,225.0
Scott Wedman,79,215.0
Sonny Weems,78,205.0
Dick Wehr,76,180.0
Brant Weidner,81,230.0
Bob Weiss,75,180.0
Rick Weitzman,74,175.0
Bonzi Wells,77,210.0
Bubba Wells,77,230.0
Jaylen Wells,79,206.0
Owen Wells,79,200.0
Ralph Wells,73,180.0
Chris Welp,84,245.0
Jiří Welsch,79,208.0
Thomas Welsh,84,255.0
Victor Wembanyama,88,235.0
Bill Wennington,84,245.0
Matt Wenstrom,85,250.0
Robert Werdann,83,250.0
Ray Wertis,71,
Blake Wesley,76,190.0
David Wesley,72,190.0
Walt Wesley,83,220.0
David West,81,250.0
Delonte West,75,180.0
Doug West,78,200.0
Jerry West,75,175.0
Mario West,77,210.0
Mark West,82,230.0
Roland West,76,178.0
Dexter Westbrook,80,190.0
Russell Westbrook,76,200.0
Paul Westphal,76,195.0
John Wetzel,77,190.0
Robert Whaley,82,260.0
Ennis Whatley,75,177.0
DeJuan Wheat,72,165.0
Clinton Wheeler,73,185.0
Phillip Wheeler,80,185.0
Tyson Wheeler,70,165.0
Skippy Whitaker,73,180.0
Andrew White,79,210.0
Coby White,76,195.0
D.J. White,81,251.0
Derrick White,76,190.0
Eric White,80,200.0
Herb White,74,195.0
Hubie White,76,205.0
Jack White,79,225.0
Jahidi White,81,290.0
James White,79,200.0
Jo Jo White,75,190.0
Okaro White,80,205.0
Randy White,80,240.0
Rodney White,81,238.0
Rory White,80,210.0
Royce White,80,270.0
Rudy White,74,195.0
Tony White,74,170.0
Willie White,75,195.0
Dariq Whitehead,78,220.0
Isaiah Whitehead,76,213.0
Jerome Whitehead,82,220.0
Donald Whiteside,70,160.0
Hassan Whiteside,84,265.0
Dwayne Whitfield,81,240.0
Cam Whitmore,78,230.0
Chris Whitney,72,168.0
Hank Whitney,79,230.0
Hawkeye Whitney,77,235.0
Greg Whittington,80,210.0
Shayne Whittington,83,250.0
Sidney Wicks,80,225.0
Ron Widby,76,210.0
Murray Wier,69,155.0
Bob Wiesenhahn,76,215.0
Joe Wieskamp,78,205.0
Aaron Wiggins,77,190.0
Andrew Wiggins,78,197.0
Mitchell Wiggins,76,185.0
Lindell Wigginton,73,189.0
Ken Wilburn,78,195.0
C.J. Wilcox,77,195.0
Chris Wilcox,82,221.0
D.C. Wilcutt,74,165.0
Gene Wiley,82,210.0
Jacob Wiley,80,223.0
Michael Wiley,81,200.0
Morlon Wiley,76,185.0
Win Wilfong,74,185.0
Lenny Wilkens,73,180.0
Bob Wilkerson,78,195.0
Jamaal Wilkes,78,190.0
James Wilkes,79,195.0
Damien Wilkins,78,225.0
Dominique Wilkins,80,215.0
Eddie Lee Wilkins,82,220.0
Gerald Wilkins,78,185.0
Jeff Wilkins,83,230.0
Dale Wilkinson,82,220.0
Mike Wilks,70,185.0
Aaron Williams,81,220.0
Al Williams,78,200.0
Alan Williams,80,265.0
Alondes Williams,76,210.0
Alvin Williams,77,185.0
Amari Williams,83,250.0
Art Williams,73,180.0
Bernie Williams,75,175.0
Bob Williams,78,230.0
Brandon Williams,78,215.0
Buck Williams,80,215.0
C.J. Williams,77,234.0
Charlie Williams,72,165.0
Chuck Williams,74,175.0
Chuckie Williams,75,180.0
Cliff Williams,75,180.0
Cody Williams,80,190.0
Corey Williams,74,190.0
Deron Williams,75,200.0
Derrick Williams,80,240.0
Donovan Williams,78,190.0
Duck Williams,74,180.0
Earl Williams,79,230.0
Elliot Williams,77,190.0
Eric Williams,80,220.0
Fly Williams,77,200.0
Frank Williams,75,212.0
Freeman Williams,76,190.0
Gene Williams,79,235.0
Grant Williams,79,236.0
Gus Williams,74,175.0
Guy Williams,81,200.0
Hank Williams,77,210.0
Herb Williams,83,260.0
Hot Rod Williams,83,215.0
Jalen Williams,77,211.0
Jason Williams,73,190.0
Jawad Williams,81,218.0
Jay Williams,74,195.0
Jaylin Williams,81,240.0
Jayson Williams,81,240.0
Jerome Williams,81,206.0
John Williams,80,235.0
Johnathan Williams,81,228.0
Jordan Williams,82,260.0
Justin Williams,82,225.0
Kenny Williams,81,205.0
Kenrich Williams,79,210.0
Kevin Williams,74,175.0
Lorenzo Williams,81,200.0
Lou Williams,74,175.0
Malik Williams,83,250.0
Marcus Williams,75,205.0
Mark Williams,85,240.0
Marvin Williams,80,237.0
Matt Williams,77,210.0
Micheal Williams,74,175.0
Mike Williams,80,255.0
Milt Williams,74,182.0
Mo Williams,73,198.0
Monty Williams,80,225.0
Nate Williams,77,215.0
Patrick Williams,78,215.0
Pete Williams,79,190.0
Ray Williams,75,188.0
Reggie Williams,79,190.0
Rickey Williams,73,175.0
Rob Williams,74,175.0
Robert Williams,81,249.0
Ron Williams,75,188.0
Sam Williams,75,180.0
Scott Williams,82,230.0
Sean Williams,82,235.0
Shammond Williams,73,201.0
Shawne Williams,81,225.0
Shelden Williams,81,250.0
Sly Williams,79,210.0
Terrence Williams,78,220.0
Travis Williams,78,215.0
Troy Williams,79,218.0
Vince Williams Jr.,76,205.0
Walt Williams,80,219.0
Ward Williams,76,195.0
Willie Williams,79,200.0
Ziaire Williams,81,185.0
Nigel Williams-Goss,74,190.0
Corliss Williamson,79,245.0
John Williamson,74,185.0
Lucas Williamson,76,205.0
Zion Williamson,78,284.0
Vann Williford,78,195.0
Kevin Willis,84,220.0
Bill Willoughby,80,205.0
Dedric Willoughby,75,180.0
Bob Wilson,76,185.0
Bobby Wilson,80,215.0
Bubba Wilson,75,175.0
D.J. Wilson,82,231.0
George Wilson,80,225.0
Isaiah Wilson,74,175.0
Jalen Wilson,78,220.0
Jamil Wilson,79,229.0
Jasper Wilson,78,200.0
Jimmy Wilson,70,175.0
Michael Wilson,76,175.0
Nikita Wilson,80,200.0
Othell Wilson,72,190.0
Rick Wilson,77,200.0
Ricky Wilson,75,195.0
Steve Wilson,77,185.0
Trevor Wilson,79,210.0
Kyle Wiltjer,82,240.0
Kennard Winchester,77,210.0
Tony Windis,73,160.0
Dylan Windler,79,196.0
John Windsor,80,215.0
Lee Winfield,74,174.0
David Wingate,77,185.0
Dontonio Wingfield,80,256.0
Harthorne Wingo,78,210.0
Marv Winkler,73,164.0
Justise Winslow,78,222.0
Rickie Winslow,80,225.0
Cassius Winston,73,185.0
Trevor Winter,84,275.0
Brian Winters,76,185.0
Voise Winters,80,200.0
Skip Wise,74,170.0
Willie Wise,77,210.0
James Wiseman,83,240.0
Jeff Withey,84,230.0
Luke Witte,84,235.0
Greg Wittman,80,210.0
Randy Wittman,78,210.0
Garry Witts,79,190.0
Dave Wohl,74,185.0
Danny Wolf,83,250.0
Joe Wolf,83,230.0
Rubén Wolkowyski,82,270.0
Nate Wolters,76,190.0
Isaiah Wong,75,185.0
Al Wood,78,193.0
Bob Wood,70,
Christian Wood,80,214.0
David Wood,81,227.0
Howard Wood,79,235.0
Leon Wood,75,185.0
Robert Woodard II,78,235.0
Loren Woods,85,245.0
Qyntel Woods,80,221.0
Randy Woods,70,185.0
Tommy Woods,79,210.0
Mike Woodson,77,195.0
Bob Woollard,82,225.0
Orlando Woolridge,81,215.0
Haywoode Workman,74,180.0
Mark Workman,81,215.0
Tom Workman,79,218.0
Metta World Peace,79,260.0
Willie Worsley,69,175.0
Sam Worthen,77,195.0
James Worthy,81,225.0
Antoine Wright,79,210.0
Bracey Wright,75,210.0
Brad Wright,83,225.0
Brandan Wright,82,235.0
Chris Wright,80,226.0
Delon Wright,76,185.0
Dorell Wright,81,205.0
Howard Wright,80,220.0
Howie Wright,75,185.0
Joby Wright,80,220.0
Julian Wright,80,225.0
Larry Wright,73,160.0
Leroy Wright,81,215.0
Lonnie Wright,74,205.0
Lorenzen Wright,83,225.0
Luther Wright,86,270.0
McKinley Wright IV,71,192.0
Moses Wright,80,226.0
Sharone Wright,83,260.0
Justin Wright-Foreman,72,190.0
Tony Wroten,78,205.0
Dennis Wuycik,78,215.0
A.J. Wynder,74,180.0
Guerschon Yabusele,79,265.0
Vincent Yarbrough,79,210.0
George Yardley,77,190.0
Barry Yates,79,215.0
Wayne Yates,80,235.0
Charlie Yelverton,74,190.0
Rich Yonakor,81,220.0
Gabe York,75,185.0
Danny Young,75,175.0
Jahmir Young,72,185.0
James Young,78,215.0
Joe Young,74,185.0
Korleone Young,79,213.0
Michael Young,79,220.0
Nick Young,79,210.0
Perry Young,77,210.0
Sam Young,78,220.0
Thaddeus Young,80,225.0
Tim Young,86,250.0
Trae Young,74,164.0
Chris Youngblood,76,221.0
Sun Yue,81,205.0
Omer Yurtseven,83,275.0
Max Zaslofsky,74,170.0
Zeke Zawoluk,79,215.0
Cody Zeller,83,240.0
Dave Zeller,73,175.0
Gary Zeller,75,205.0
Harry Zeller,76,210.0
Luke Zeller,83,245.0
Tyler Zeller,84,253.0
Tony Zeno,80,210.0
Phil Zevenbergen,82,230.0
Wang Zhizhi,84,255.0
George Zídek,84,250.0
Rocco Zikarsky,87,227.0
Derrick Zimmerman,75,195.0
Stephen Zimmerman,84,240.0
Paul Zipser,80,226.0
Ante Žižić,82,266.0
Jim Zoet,85,240.0
Bill Zopf,73,170.0
Ivica Zubac,84,240.0
Matt Zunic,75,195.0
